id,type,url,domain,name,mission_statement,rater
org4697.htm,Human Services : Children's and Family Services,http://www.vistadelmar.org,vistadelmar.org,Vista Del Mar,"Vista Del Mar's mission is to provide comprehensive, family-centered social, educational and behavioral health services that encourage children, adolescents and their families to lead self reliant, stable and productive lives. Founded in 1908 Vista Del Mar placed orphaned children in an innovative cottage setting with house parents rather than the institutional environment typical of the time, Vista became known as one of the finest residential programs in the country. With the addition of its divisions: Reiss Davis Child Study Center, Julia Ann Singer Center, HomeSAFE and Family Service of Santa Monica, Vista is truly one of the most comprehensive care facilities for children experiencing mental health problems, behavioral problems, emotional problems, or social problems. ",n
org6002.htm,Education : Other Education Programs and Services,http://www.learningleaders.org,learningleaders.org,Learning Leaders,"Founded in 1956 as the New York City School Volunteer Program, Learning Leaders was the first program of its kind in the country and served as a model for developing school volunteer programs in other major cities. Learning Leaders has grown to become the largest school volunteer and parent engagement program in the city and a valued partner of the New York City Department of Education. Learning Leaders has helped students succeed by providing individualized instructional support through the implementation of the Fundamental Program, essentially the one-on-one tutoring model. This program establishes volunteers to assist with reading, writing, ESL, math and other academic activities. Learning Leaders recruits, trains and supports up to 10,000 school volunteers who work with over 230,000 students. ",n
org9358.htm,International : Foreign Charity Support Organizations,http://www.bnaizion.org/,bnaizion.org,Bnai Zion Foundation,"Bnai Zion Foundation, a membership organization dedicated to assisting those in need with humanitarian projects in both Israel and America, has been in existence since 1908 and has completed hundreds of initiatives for the people of Israel and for Jewish people worldwide. Dedicated to American and Zionist ideals, Bnai Zion strongly supports the significant, enduring tie between America and Israel and is forging ahead with its efforts toward the advancement of the physical and social welfare of the Jewish people. ",n
org5855.htm,"Arts, Culture, Humanities : Museums",http://www.casciencectr.org,casciencectr.org,California Science Center Foundation,"The California Science Center Foundation raises funds to support exhibits and education programs featured at the Science Center and manages exhibitions and programs of scientific, educational and industrial interest. The California Science Center aspires to stimulate curiosity and inspire science learning in everyone by creating fun, memorable experiences, because we value science as an indispensable tool for understanding our world, accessibility and inclusiveness, and enriching people's lives. The Center offers fun and informative permanent exhibits presented in interactive worlds. Through hands-on experiences in our galleries, you'll learn about human inventions and innovations, the life processes of living things and more. ",n
org7993.htm,Animals : Wildlife Conservation,http://www.wildsalmoncenter.org/,wildsalmoncenter.org,Wild Salmon Center,"The Wild Salmon Center is an international science-based organization whose mission is to identify, understand and protect the best wild salmon ecosystems of the North Pacific. We are committed to conserving for future generations the productivity, abundance, and biological diversity of wild salmon runs, and the healthy freshwater and coastal systems that sustain them. We envision a future where people throughout the North Pacific work together as stewards to sustain wild salmon and the immense benefits they provide people, rivers, and their watersheds. ",n
org8588.htm,Human Services : Social Services,http://www.ucmagency.org/,ucmagency.org,United Community Ministries,"United Community Ministries (UCM), founded in 1969, works to assist families and individuals to improve the quality of their lives in a manner that builds their self-reliance and fosters their ability to function at the greatest level of their economic and social capacities. UCM provides services including emergency assistance, employment placement and training; developmental childcare, youth services, supportive housing services, homelessness prevention and child abuse and neglect prevention. In Fiscal Year 2010, the organization served over 14,000 program participants from over 5,000 households in twelve UCM programs. ",n
org11430.htm,Community Development : Fundraising,http://www.uwpv.org,uwpv.org,United Way of Pioneer Valley,"The United Way of Pioneer Valley mobilizes people and resources to strengthen our communities. We envision a thriving, caring region where individuals have opportunities to realize their human potential, are economically self-sufficient and contribute collectively to improve the quality of life in their communities. United Way targets its strategies at those critical passages in people's lives that determine what the future will hold for them as individuals and for their families and communities. This approach maximizes United Way's effectiveness, because it allows us to improve lives not just in the short term, and not just on the surface, but in a lasting and meaningful way that benefits the entire region. ",n
org12537.htm,"Health : Diseases, Disorders, and Disciplines",http://webdc.alsa.org/site/PageServer?pagename=DC_homepage,webdc.alsa.org,The ALS Association - DC/MD/VA Chapter,"Established in 1985, The ALS Association is the only national non-profit organization fighting Lou Gehrig's Disease on every front. By leading the way in global research, providing assistance for people with ALS through a nationwide network of chapters, coordinating multidisciplinary care through certified clinical care centers, and fostering government partnerships, The Association builds hope and enhances quality of life while aggressively searching for new treatments and a cure. We are leading the fight to treat and cure ALS through global research and nationwide advocacy while also empowering people with Lou Gehrig's Disease and their families to live fuller lives by providing them with compassionate care and support. ",n
org13219.htm,"Animals : Animal Rights, Welfare, and Services",http://www.petfinderfoundation.com/,petfinderfoundation.com,Petfinder Foundation,"The Petfinder Foundation, a nonprofit 501(c)3 public charity, helps shelters and rescue groups save homeless pets through adoptions, disaster response and recovery and becoming more sustainable. Its mission is to ensure that no adoptable pet is euthanized for lack of a home. The Foundation provides cash, training and equipment and supplies so that hundreds of thousands of homeless pets can have happier lives and the people who work with them can do their jobs better.  ",n
org5987.htm,"Environment : Botanical Gardens, Parks, and Nature Centers",http://www.hsny.org/,hsny.org,The Horticultural Society of New York,"Founded in 1900, incorporated in 1902, The Horticultural Society of New York (HSNY) enhances New York City's environmental and cultural life by providing unique educational, vocational and therapeutic outreach programs, library resources and exhibitions. HSNY has evolved into a multidisciplinary cultural and social service resource for the people of New York. HSNY is at the forefront of New York City's and the nation's growing focus on environmental concerns, green technology and urban agriculture; our interconnected programs promote the art and science of horticulture, and its vital role in contemporary life, to diverse communities across the five boroughs. ",n
org10688.htm,Community Development : Housing and Neighborhood Development,http://www.brevardhabitat.com/,brevardhabitat.com,Habitat for Humanity of Brevard County,"Seeking to put God's love into action, Habitat for Humanity brings people together to build homes, communities and hope.  ",n
org7523.htm,"Arts, Culture, Humanities : Performing Arts",http://www.flynncenter.org,flynncenter.org,Flynn Center for the Performing Arts,"The mission of the Flynn Center for the Performing Arts is to foster the enjoyment, understanding, and development of the performing arts in Vermont and the region. The Center is a full-service home for the performing arts in the region; offers a wide range of cultural and educational experiences to our community; and nurtures the creative development of new national and local performing artists. Events presented by the Flynn are carefully selected from among the finest performers and performances in the world; our educational programs connect audiences with the performing arts through a wide range of activities. The Flynn provides a well-equipped and managed home for the arts and services that include a box office, ushers (Flynn Spirits), concessions, and professional crew. ",n
org8127.htm,Human Services : Children's and Family Services,http://www.stanns.org/,stanns.org,"St. Ann's Center for Children, Youth and Families","Chartered by President Abraham Lincoln on March 3, 1863, St. Ann's Center for children, youth and families (formerly St. Ann's Infant & Maternity Home) has continued to care for needy women and children in the Washington metropolitan area, adapting our programs and services to respond to the needs of the day. St. Ann's has served as an orphanage, an adoption agency, an emergency shelter for abused children, a training ground for teenage mothers and an affordable day care program for working families. St. Ann's provides help, love and support for more than 450 women and children through our children's residential, teen mother-baby, community day care and Faith House programs. ",n
org8016.htm,International : Development and Relief Services,http://sos-usa.org,sos-usa.org,SOS Children's Villages-USA,"SOS Children's Villages-USA was established to support SOS Villages worldwide. Since its founding, SOS Children's Villages International has expanded to almost 500 villages in 132 countries. We are currently raising over 73,000 children in our villages and through our many education, family strengthening, medical, and outreach programs, we impact the lives of over 1 million people each year. We work for children who are orphaned, abandoned or whose families are unable to care for them. We give these children the opportunity to build lasting relationships within an SOS family. We enable children to live according to their own culture and religion, and to be active members of the community. ",n
org6284.htm,"Arts, Culture, Humanities : Performing Arts",http://www.atlantaballet.com/,atlantaballet.com,Atlanta Ballet,"Founded in 1929, Atlanta Ballet is the longest continuously operating ballet company in the United States. Atlanta Ballet's eclectic repertoire spans ballet history, highlighted by beloved classics and inventive originals. Atlanta Ballet opened the Centre for Dance Education in 1996 and is dedicated to nurturing young dancers while providing an outlet for adults to express their creativity. With diverse class offerings and student population, the Centre serves over 150,000 people in metro Atlanta each year. Atlanta Ballet's roots remain firmly grounded in the Atlanta community and continue to play a vital role in the city's cultural growth and revitalization. ",n
org8808.htm,Community Development : Fundraising,http://www.varietystl.org,varietystl.org,Variety the Children's Charity of St. Louis,"Founded in 1932, the mission of Variety the Children's Charity of St. Louis is to serve children with physical and mental disabilities in the Greater St. Louis region whose needs would not be met were it not for Variety's sustained commitment. Variety serves these children each time they need assistance, from infancy to the age of 21, focusing on four core areas to help kids become independent and productive: gifting medical equipment for mobility and independence; developing unique education and recreational programs; and funding therapy. Variety partners with 75 agencies to support programs and give scholarships that directly impact the lives of Variety children.  ",n
org8020.htm,"Arts, Culture, Humanities : Museums",http://www.flholocaustmuseum.org/,flholocaustmuseum.org,Florida Holocaust Museum,"Opened in 1992, the Florida Holocaust Museum honors the memory of millions of innocent men, women, and children who suffered or died in the Holocaust. The Museum is dedicated to teaching members of all races and cultures to recognize the inherent worth and dignity of human life in order to prevent future genocides. The Museum houses the premier permanent exhibit, History, Heritage and Hope, a compelling history of individuals of strength, courage and spirit, who confronted the extremes of hatred and persecution in their homes and communities. The Museum's education department creates stimulating educational programs that engage learners through using highly developed materials on the Holocaust, human rights, and genocide studies. ",n
org13980.htm,Environment : Environmental Protection and Conservation,http://www.bringrecycling.org,bringrecycling.org,Bring Recycling,"Bring Recycling helps people understand how the stuff we use shapes the planet we share. We provide conservation education in the schools and community; recycling information and services; expertise for businesses; and a resale outlet for used building materials. Since 1971, we've worked to change attitudes and behaviors regarding waste. Today, we focus on the urgent issues of wasteful consumption and climate change. ",n
org4335.htm,"Arts, Culture, Humanities : Performing Arts",http://pso.culturaldistrict.org/pso_home,pso.culturaldistrict.org,Pittsburgh Symphony Orchestra,"For more than 100 years, the Pittsburgh Symphony Orchestra (PSO) has been an essential part of Pittsburgh's cultural landscape. The PSO prides itself in artistic excellence, a rich history of the world's finest conductors and musicians, a strong commitment to the Pittsburgh region, and the cultivation of its family of constituents and households. At home in historic Heinz Hall, the Pittsburgh Symphony Orchestra offers sought-after subscription concerts including 22 weeks of classical concerts annually, a Pops series of seven weekends, and the Fiddlesticks Family Concert series. The PSO also performs free, educational concerts in Heinz Hall for students, and summer concerts in Allegheny County parks. ",n
org3608.htm,"Environment : Botanical Gardens, Parks, and Nature Centers",http://www.botanicgardens.org,botanicgardens.org,Denver Botanic Gardens,"Founded in 1951, the mission of Denver Botanic Gardens is to connect people with plants, especially plants from the Rocky Mountain region and similar regions around the world, providing delight and enlightenment to everyone Located in the middle of the Mile High City, Denver Botanic Gardens was one of the first gardens in the country to emphasize native plants and to champion environmentally responsible practices, such as water conservation and biological control of pests. Today, Denver Botanic Gardens continues this tradition at three unique sites: Denver Botanic Gardens, Denver Botanic Gardens at Chatfield and Mount Goliath. Each of these demonstrates the varied ecosystems of Colorado. ",n
org11191.htm,Community Development : Fundraising,http://homeschoolfoundation.org,homeschoolfoundation.org,Home School Foundation,"Home School Foundation's mission is to bless homeschoolers and the cause of homeschooling. The Home School Foundation is the charitable arm of Home School Legal Defense Association. It was founded by HSLDA in 1994 with the original focus of helping other homeschool groups. God has since expanded our vision, however, to include needy families within the homeschool community. These two organizations are very closely tied in their mission to help and support the homeschool community. ",n
org7047.htm,"Arts, Culture, Humanities : Libraries, Historical Societies and Landmark Preservation",http://www.trumanlibrary.org/institute/,trumanlibrary.org,Harry S. Truman Library Institute,"The Harry S. Truman Library Institute is the nonprofit partner of the Harry S. Truman Library. The Truman Library is one of twelve presidential libraries operated by the Federal government. Since 1957, the Truman Library and the Truman Library Institute have worked together to fulfill the Truman Library's commitment to research and education The Library Institute was organized to foster and assist in the Truman Library's growth and development as a national center for study and research. The purposes of the Institute are to promote research into the Truman administration through the awarding of grants and the sponsoring of scholarly conferences, to assist in the development of the Library's museum and public programs, and to help the Library maintain the integrity of its programs. ",n
org11912.htm,Community Development : Housing and Neighborhood Development,http://www.washingtoncash.org,washingtoncash.org,Washington Community Alliance for Self-Help,"Washington Community Alliance for Self-Help (C.A.S.H.) provides the business training, supportive community, and capital to help enterprising individuals with limited financial resources gain self-sufficiency through small business ownership.Washington CASH was created in 1995 after our founder Peter Rose visited a Grameen Bank program in Bangladesh-a microfinance model that made small loans to groups of disadvantaged women. Since then we've adapted the Grameen model to the Puget Sound region and the business landscape in the United States, leading with business training and supporting with financial tools and resources tailored to client needs. We continue to adapt our approach over time to incorporate best practices and meet changing client needs. Our ultimate goal is to advance individual financial self-sufficiency and community economic development through small business growth. ",n
org3774.htm,Community Development : Community Foundations,http://www.growyourgiving.org,growyourgiving.org,Greater Kansas City Community Foundation,"Incorporated in 1978, the Greater Kansas City Community Foundation works to improve the quality of life in Greater Kansas City by increasing charitable giving, educating and connecting donors to community needs they care about, and leading on critical community issues. The Community Foundation, including its six affiliates within the Greater Kansas City region, is recognized as a leading provider of charitable giving services.  ",n
org14597.htm,Education : Other Education Programs and Services,http://www.aspsf.org/,aspsf.org,Arkansas Single Parent Scholarship Fund Program,"In recognition of the severe impoverishment of single-parent families in Arkansas, the Arkansas Single Parent Scholarship Fund (ASPSF) was established in 1990. Modeled on successful incentive scholarship funds in two northwest Arkansas counties, the goal of the ASPSF is to assist low-income single parents to complete their post-secondary education in preparation for skilled employment. Our strategy is to work at the county level to organize affiliate scholarship funds operated by local residents and provide on-site assistance with all phases of affiliate development. ",n
org3204.htm,Religion : Religious Activities,http://www.amginternational.org,amginternational.org,AMG International,"Founded in 1942, AMG (Advancing the Ministries of the Gospel) International is an evangelical mission and relief agency, working in approximately 50 countries of the world. Our mission is clear: to give each person at least one opportunity to hear and respond to the gospel. At AMG, we endeavor to meet people at the point of their need whether it be hunger, sickness, or hopelessness, and show them Jesus as the only answer to the problems of this life and the only hope for eternal life. Our Christian missionary activities include children's work and relief, newspaper and magazine evangelism, radio and television evangelism, and missionary projects and support. ",n
org12029.htm,Health : Patient and Family Support,http://www.rmhwinstonsalem.org,rmhwinstonsalem.org,Ronald McDonald House of Winston-Salem,"The Ronald McDonald House of Winston-Salem provides a home away from home for families of children who are receiving medical care in our community's hospitals. The House and Family Room programs offer physical comforts, emotional support, education, and referral services designed to promote the well-being of the whole family. As one of four Ronald McDonald Houses in North Carolina and one of more than 288 worldwide, we are happy to open our doors to families of pediatric patients and invite them to stay with us. Our House offers 35 bedrooms for families, three living rooms, two playrooms, a playground and a kitchen with home cooked meals almost every day. Since opening in 1984, the Ronald McDonald House has been serving families to our capacity for each of our 26 years. ",n
org8929.htm,Human Services : Children's and Family Services,http://www.roomtogrow.org,roomtogrow.org,Room to Grow,"Founded in 1998, the mission of Room to Grow is to enrich the lives of babies born into poverty throughout their critical first three years of development. Room to Grow's program provides parents raising babies in poverty with one-on-one parenting support and essential baby items throughout their children's critical first three years of life. Parents expecting a baby are referred to Room to Grow by selected prenatal programs assisting low-income families. Upon their referral, parents visit Room to Grow's warm and inviting space once every three months from just before the birth of the baby until their child turns three. During their one-on-one appointments with our staff clinicians, typically lasting two hours, parents receive developmental information, customized support, and all of the needed baby items to ensure a healthy and secure start for their child. ",n
org12410.htm,Human Services : Homeless Services,http://www.lazarushouse.org,lazarushouse.org,Lazarus House,"Lazarus House Ministries is spiritually based and welcomes all in the name of God. We provide a continuum of care encompassing, but not limited to: shelter, food, clothing, advocacy, education, work preparation, health services, a listening ear, a welcoming heart, and the restoration of dignity and self-respect to people who are poor and in dire need. Although we are a faith-based ministry, we are not affiliated with any church. We serve to empower our guests to move beyond poverty and crisis and to become productive members of their community. ",n
org14318.htm,Human and Civil Rights : Advocacy and Education,http://www.lucyburns.org/,lucyburns.org,Lucy Burns Institute,"Founded in 2006, the mission of the Lucy Burns Institute is to empower our audience to engage in democracy by delivering exceptionally high quality information. We believe it's our duty to ensure that interested, engaged citizens never lack access to good information. We're arming citizens with the ability to take on special interest jargon and partisan propaganda. We're making the truth about political and judicial matters accessible and empowering citizens to align their votes with their values. We're working to close the gap between what voters have and what voters want. ",n
org7574.htm,Human Services : Social Services,http://www.catholiccharitiesok.org/,catholiccharitiesok.org,Catholic Charities of the Archdiocese of Oklahoma City,"Since inception in 1912, Catholic Charities of the Archdiocese of Oklahoma City has served as a stabilizing force in the community, providing critical and necessary services to those in need. Catholic Charities works to provide help and hope to all through the Catholic tradition of service. As the social service outreach of the Catholic Church, dedicated volunteers and staff work within the following programs: Homeless Services for women and children, Family H.O.P.E. case management, Immigration Legal Services, Disaster Relief, Refugee Resettlement, Adoption and Pregnancy Services, advocacy, individual, family and marital counseling, suicide prevention training, Parish Outreach and Education, and Faith Community Health Ministry. ",n
org13524.htm,"Human Services : Youth Development, Shelter, and Crisis Services",http://www.azbigs.org/,azbigs.org,Yavapai Big Brothers Big Sisters,"Founded in 1971, Yavapai Big Brothers Big Sisters (YBBBS) mission is to enhance the lives of children through quality mentoring relationships. Many children grow up without the time, attention and direction they need from caring adults. Screened volunteers act as friends, mentors and role models to school-aged children who are predominately from single-parent homes. These relationships are supported by a professional staff. Mentoring is the single most effective way to positively impact the life of a child. Research tells us that compared to all other youth their age, boys and girls matched with a Big Brother Big Sister or Family Match are 40% less likely to get arrested. ",n
org10465.htm,"Arts, Culture, Humanities : Performing Arts",http://www.thesymphony.org,thesymphony.org,Santa Barbara Symphony Orchestra Association,"The mission of the Santa Barbara Symphony Orchestra Association is twofold: to be a highly respected symphony orchestra, performing great works with passion and excellence and an indispensable partner to our community, providing enrichment through inspiring concerts, music education programs and access for all. The Santa Barbara Symphony Orchestra Association was founded in 1953 on the belief that a special city deserves a special Orchestra. Throughout more than half a century of glorious history, the Symphony has been celebrated for a unique ability to deliver brilliant orchestral concerts while maintaining a strong commitment to education and community engagement. ",n
org10419.htm,Health : Patient and Family Support,http://www.safekids.org,safekids.org,Safe Kids Worldwide,"Safe Kids Worldwide is a nonprofit organization working to prevent childhood injury, the number one killer of children in the United States. Throughout the world, almost one million children die of an injury each year, and almost every one of these tragedies is preventable. Safe Kids works with an extensive network of more than 500 coalitions in the U.S. and with partners in more than 25 countries to reduce traffic injuries, drownings, falls, burns, poisonings and more. Since 1988, Safe Kids has helped reduce the U.S. childhood death rate from unintentional injury by 56 percent. Working together, we can do much more for kids everywhere. ",n
org4397.htm,Research and Public Policy : Social and Public Policy Research,http://www.rff.org,rff.org,Resources for the Future,"Founded in 1952, Resources for the Future (RFF) improves environmental and natural resource policymaking worldwide through objective social science research of the highest caliber. RFF conducts independent research - rooted primarily in economics and other social sciences - on environmental, energy, and natural resource issues. RFF has pioneered the application of economics as a tool to develop more effective policy about the use and conservation of natural resources. Its scholars continue to analyze critical issues concerning pollution control, energy and transportation policy, land and water use, hazardous waste, climate change, biodiversity, ecosystem management, and the environmental challenges of developing countries. ",n
org7691.htm,Human Services : Homeless Services,http://www.rosies.org/,rosies.org,Rosie's Place,"Since 1974 poor and homeless women have found an oasis of hope and nourishment at Rosie's Place. The mission of Rosie's Place is to help women maintain their dignity, seek opportunity and find security in their lives. With the help of people who believe change is possible and share our vision of justice, Rosie's Place has accomplished amazing things, both big and small. Each year: 74,000 nutritionally balanced meals are served in our warm and cheery dining room; 800 women choose free non-perishable food items and fresh produce from our groceries program each month; more than 500 women find safety and nurturing in our emergency and short-term housing; and advocates help more than 100 women find a home of their own and avoid eviction. ",n
org8245.htm,"Environment : Botanical Gardens, Parks, and Nature Centers",http://www.pps.org,pps.org,Project for Public Spaces,"Project for Public Spaces (PPS) is dedicated to helping people create and sustain public spaces that build stronger communities. Founded in 1975, PPS embraces the insights of William (Holly) Whyte, a pioneer in understanding the way people use public spaces. Today, PPS has become an internationally recognized center for best-practices, information, and resources about placemaking. Since our founding we have worked in more than 2,000 communities in 26 countries around the world, helping people turn their public spaces into vital community places, with programs, uses, and people-friendly settings that build local value and serve community needs. ",n
org8375.htm,Education : Other Education Programs and Services,http://www.parishschool.org,parishschool.org,The Parish School,"Established in 1983, The Parish School's (TPS) mission is to identify, educate, and empower children who have language and learning differences. The Parish School specializes in early language intervention and individualized instruction with a focus on the education of the whole child. The Parish School is the only school in Houston, public or private, which offers a multi-age, language-based, developmental curriculum for children 18 months through fifth grade. Children served have communication and learning differences, but average to above average learning potential. TPS utilizes a classroom based therapy program implemented by certified teachers and speech/language pathologists. Classroom ratios are low and treatment/education plans are individualized to maximize the success of each child. ",n
org12432.htm,Environment : Environmental Protection and Conservation,http://www.sierranevadaalliance.org,sierranevadaalliance.org,Sierra Nevada Alliance,"Since 1993, the Sierra Nevada Alliance has been protecting and restoring Sierra lands, water, wildlife and communities. Their mission is to protect and restore the natural resources of the Sierra Nevada for future generations while promoting sustainable communities. The organization is an Alliance of conservation groups that are based or work in the Sierra Nevada region. There are over eighty-five Member Groups that span the entire 400 mile mountain range. The Sierra Nevada Alliance unites individuals and groups behind a common vision. The Alliance envisions a Sierra where natural and human communities coexist in harmony. A Sierra where residents and visitors alike understand and value the unique qualities of the range and protect the places they love. ",n
org13990.htm,Environment : Environmental Protection and Conservation,http://conservationlands.org/,conservationlands.org,Conservation Lands Foundation,"The mission of the Conservation Lands Foundation is to protect, restore and expand the National Conservation Lands through education, advocacy and partnerships.  ",n
org10410.htm,"Health : Diseases, Disorders, and Disciplines",http://www.kidneymd.org,kidneymd.org,National Kidney Foundation of Maryland,"The National Kidney Foundation of Maryland is dedicated to preventing kidney and urinary tract diseases, improving the health and well-being of individuals and families affected by these diseases and increasing the availability of all organs for transplantation. ",n
org10746.htm,Human Services : Social Services,http://mowsf.org,mowsf.org,Meals On Wheels of San Francisco,"Meals On Wheels San Francisco (MOWSF) exists to alleviate the food insecurity and loneliness experienced by seniors who want to stay in their own home but cannot shop or prepare meals for themselves. Our services are geared towards serving those with the greatest physical, social and economic need. The seniors we serve are frail, have limited ability to purchase or prepare meals, and have little or no support from family or caregivers. All of our clients are physically challenged due to a variety of conditions such as heart disease, cancer, vision loss, arthritis and diabetes. They are also confronted with the anxiety that the cost of living in San Francisco could outweigh their limited income. We serve more than one million meals per year. ",n
org9309.htm,"Arts, Culture, Humanities : Performing Arts",http://operaamerica.org,operaamerica.org,OPERA America,"OPERA America is dedicated to supporting the creation, presentation and enjoyment of opera. OPERA America draws on resources and expertise from within and beyond the opera field to advance a mutually beneficial agenda that serves and strengthens the field through programs in the following categories: creation: artistic services that help artists and companies increase the creativity and excellence of opera productions, especially North American works; presentation: opera company services that address the specific needs of staff, trustees and volunteers; and enjoyment: education, audience development and community services that increase all forms of opera appreciation. Founded in 1970, OPERA America has an international membership that includes nearly 2,500 members and over 16,000 subscribers to its electronic news service. ",n
org9525.htm,Health : Patient and Family Support,http://www.rmhckc.org/,rmhckc.org,Ronald McDonald House Charities of Kansas City,"At Ronald McDonald House Charities, we strive to reduce the burden of childhood illness on children and their families. We provide temporary lodging in a home-like setting with private bedrooms, as well as dining, kitchen and recreational areas. Ronald McDonald House Charities serves families whose children are receiving care for a serious illness or injury at a Kansas City area hospital or treatment facility. Many of the children we serve are admitted to the hospital for: pediatric intensive care, burns, cardiac care, hematology, oncology and neo-natal intensive care. The first Kansas City Ronald McDonald House began in 1980 with the purchase of a three-story colonial home. The new Ronald McDonald House in Longfellow Park opened in 2006 and has 29 guest bedrooms and 12 long-term suites. ",n
org3676.htm,Education : Private Elementary and Secondary Schools,http://www.ecfs.org,ecfs.org,Ethical Culture Fieldston School,"Ethical Culture Fieldston School (ECFS) was founded in 1878 by Felix Adler. His educational vision - to develop individuals who will be competent to change their environment to greater conformity with moral ideals - is as important today as it was when ECFS was founded. We continue to realize that vision by exploring what it means to be an ethical and responsible member of society, valuing inclusion and economic and racial diversity, striving for academic excellence, and teaching students to become independent thinkers through progressive education. ECFS provides educational instruction for approximately 1,670 students in various classes from pre-kindergarten through the twelfth grade. Our school challenges students to reach their highest potential in body, mind and spirit through the humanities, sciences, the arts and physical education. ",n
org4763.htm,International : Humanitarian Relief Supplies,http://www.worldmedicalrelief.org,worldmedicalrelief.org,World Medical Relief,"Established in 1953, World Medical Relief (WMR) is a multi-funded charitable organization whose mission is to impact the well-being of the medically impoverished on a local, national, and international basis. WMR achieves this through the collection of financial donations and goods, including medical, dental, and laboratory items, as well as through the purchase and distribution of such commodities. Goods are distributed in a non-discriminatory manner without regard to race, color, gender, religion, nationality or political beliefs. The Durable Medical Equipment provides low-income people with walkers, wheel chairs, commodes, and other medical equipment. Local Shipping provides tri-county area clinics with medical supplies and equipment, and the Medical Supply Program offers basic home health care supplies to individuals for a minimal charge. ",n
org13997.htm,"Human Services : Youth Development, Shelter, and Crisis Services",http://www.bbbsky.org/site/c.8hJPK0MBJjL2H/b.6431223/k.EE75/Home_Page.htm,bbbsky.org,Big Brothers Big Sisters of Kentuckiana,"The Big Brothers Big Sisters of Kentuckiana Mission is to provide children facing adversity with strong and enduring, professionally supported 1-to-1 relationships that change their lives for the better, forever. The Big Brothers Big Sisters Vision is successful mentoring relationships for all children who need and want them, contributing to brighter futures, better schools, and stronger communities for all. For more than 100 years, Big Brothers Big Sisters has operated under the belief that inherent in every child is the ability to succeed and thrive in life. As the nation's largest donor and volunteer supported mentoring network, Big Brothers Big Sisters makes meaningful, monitored matches between adult volunteers (Bigs) and children (Littles), ages 7 through 16, in communities across the country. We develop positive relationships that have a direct and lasting effect on the lives of young people. ",n
org15034.htm,Health : Treatment and Prevention Services,http://thefreeclinics.org/,thefreeclinics.org,The Free Clinics,"Founded in 2001, The Free Clinics (TFC) enhances the healthcare system in Hendeson County, North Carolina, and neighboring communities to ensure the accessibility of quality healthcare for uninsured, low-income clients. TFC works with volunteers and partnering healthcare providers to provide healthcare, prevention, education, medication access, and case management services, including specialty referrals. TFC strives to provide services that are not duplicated, instead focusing our energies and resources on those areas where care is unavailable or access is very limited. ",n
org8869.htm,Education : Private Elementary and Secondary Schools,http://craneschool.org/,craneschool.org,Crane Country Day School,"Established in 1928, Crane Country Day School has remained true to the vision of its founders, offering rigorous academic programs with hands-on experiences that challenge both the intellect and the imagination. At Crane, we teach the whole child. We provide children with opportunities in academics, arts, sports, and community service. Involvement in these activities helps each child discover talents and strengths, which build every child's joy and confidence. Part of Crane's philosophy is a focus on hard work and personal responsibility. Crane's rigorous academic standards in combination with effective, individualized teaching methods allow us to challenge our students to move to the next level. We seek to inspire students to develop a deeper understanding of subject matter both in and beyond the classroom. ",n
org10960.htm,Health : Patient and Family Support,http://www.mycampsunshine.com/,mycampsunshine.com,"Camp Sunshine, Georgia","Founded in 1982, Camp Sunshine enriches the lives of Georgia's children with cancer and their families through recreational, educational and support programs. Camp Sunshine provides year-round programs which allow children with cancer and their families to share similar experiences and to participate in activities that promote normal childhood development as they cope with the challenges of childhood cancer.  Although Camp Sunshine began as a summer camp, programs now also include family camps, sibling camp, teen retreats, preschool and school age programs, support and educational programs for families, hospital based camp and a variety of activities throughout the year.  ",n
org3773.htm,"Arts, Culture, Humanities : Public Broadcasting and Media",http://www.cetconnect.org,cetconnect.org,CET,"CET is a leading provider of education and enrichment in classrooms and living rooms throughout greater Cincinnati. Through PBS and local programming, innovative multimedia curriculum projects, parent workshops and teacher training, CET positively impacts millions of lives in our community. For more than 50 years, CET has been bringing greater Cincinnati television that stimulates the imagination, challenges the intellect, encourages achievement and celebrates diversity. CET's mission is to use its resources to educate, enrich and engage the communities it serves. ",n
org6411.htm,Religion : Religious Activities,http://www.forwardedge.org,forwardedge.org,Forward Edge International,"Forward Edge International is a missions and relief organization that addresses the urgent needs of afflicted people worldwide. By mobilizing hundreds of volunteers each year, Forward Edge alleviates suffering through disaster-response work, health-care projects and programs for at-risk children. Since 1983, more than 10,000 volunteers have served with Forward Edge in many parts of United States and 34 nations. ",n
org12098.htm,"Human Services : Youth Development, Shelter, and Crisis Services",http://www.100blackmen.org/,100blackmen.org,"100 Black Men of America, Inc.","Founded in 1991, the mission of 100 Black Men of America, Inc. is to improve the quality of life within their communities and enhance educational and economic opportunities for all African Americans. 100 Black Men of America, Inc. seeks to serve as a beacon of leadership by utilizing their diverse talents to create environments where children are motivated to achieve, and to empower people to become self-sufficient shareholders in the economic and social fabric of the communities they serve. 100 Black Men of America, Inc. is committed to the intellectual development of youth and the economic empowerment of the African American community based on the following precepts: respect for family, spirituality, justice, and integrity. ",n
